371.000000 0.109190 0.894879 100.000000 100.000000 0.230154 0.281196 0.212042 0.575358 0.256791 0.569858 62.000000 66.000000 84.000000 212.000000 63164.425874 380.500128
37.000000 0.968694 0.054054 100.000000 100.000000 0.404607 0.617051 0.433681 0.619523 0.220971 0.414890 100.000000 100.000000 58.000000 258.000000 56221.011700 357.497761
252.000000 0.839893 0.146825 100.000000 100.000000 0.209483 0.237493 0.141049 0.295320 0.251935 0.585386 52.000000 34.000000 81.000000 167.000000 37915.266425 505.000078
748.000000 0.834518 0.133690 100.000000 100.000000 0.342965 0.567990 0.114477 0.580735 0.167605 0.346640 92.000000 57.000000 41.000000 190.000000 63930.514495 367.694369
828.000000 0.522518 0.455314 100.000000 100.000000 0.101613 0.683757 0.139331 0.579636 0.463688 0.501895 56.000000 59.000000 95.000000 210.000000 61990.424304 351.471447
940.000000 0.157889 0.843617 100.000000 100.000000 0.123361 0.518887 0.478402 0.486189 0.259242 0.442560 48.000000 98.000000 69.000000 215.000000 61785.550781 347.211755
574.000000 0.223359 0.811847 100.000000 100.000000 0.198878 0.200930 0.218378 0.495332 0.272813 0.680081 49.000000 71.000000 94.000000 214.000000 60743.647113 356.781350
314.000000 0.558426 0.420382 100.000000 100.000000 0.409696 0.436413 0.468032 0.532419 0.431234 0.601465 86.000000 100.000000 100.000000 286.000000 62448.320008 369.682236
515.000000 0.135219 0.854369 100.000000 100.000000 0.372347 0.515871 0.345384 0.363313 0.136594 0.415211 84.000000 71.000000 41.000000 196.000000 60104.173721 365.474868
892.000000 0.237369 0.753363 100.000000 100.000000 0.219271 0.433096 0.169039 0.424376 0.406768 0.625679 59.000000 56.000000 100.000000 215.000000 62753.248418 345.588166
877.000000 0.110883 0.888255 100.000000 100.000000 0.414117 0.501118 0.341338 0.397584 0.104903 0.416309 88.000000 70.000000 46.000000 204.000000 62439.738079 335.406849
321.000000 0.722513 0.267913 100.000000 100.000000 0.306896 0.340969 0.353730 0.334219 0.148757 0.256855 64.000000 76.000000 44.000000 184.000000 63197.896692 347.160710
257.000000 0.089781 0.922179 100.000000 100.000000 0.366496 0.671341 0.376542 0.452356 0.499437 0.510615 100.000000 82.000000 100.000000 282.000000 65423.713886 319.945857
781.000000 0.050040 0.953905 100.000000 100.000000 0.318541 0.214237 0.331224 0.483262 0.225675 0.419055 65.000000 78.000000 61.000000 204.000000 63281.199043 344.570857
822.000000 0.638554 0.340633 100.000000 100.000000 0.288361 0.286466 0.352573 0.425163 0.336887 0.433165 61.000000 71.000000 77.000000 209.000000 64922.975727 359.365267
204.000000 0.662119 0.303922 100.000000 100.000000 0.383267 0.318692 0.201641 0.291755 0.479522 0.558688 68.000000 47.000000 100.000000 215.000000 63472.250128 369.733667
700.000000 0.869331 0.111429 100.000000 100.000000 0.296347 0.620197 0.391250 0.207102 0.167030 0.498541 86.000000 71.000000 52.000000 209.000000 63255.789873 331.730758
437.000000 0.868709 0.146453 100.000000 100.000000 0.490339 0.392538 0.455615 0.231918 0.347971 0.224859 89.000000 70.000000 66.000000 225.000000 62282.242130 302.623550
192.000000 0.953440 0.041667 100.000000 100.000000 0.372198 0.429567 0.211750 0.240111 0.448898 0.421928 83.000000 51.000000 80.000000 214.000000 50204.333145 277.345337
392.000000 0.649801 0.336735 100.000000 100.000000 0.146837 0.306447 0.380277 0.684938 0.193678 0.459542 42.000000 100.000000 62.000000 204.000000 62053.239528 262.334621
783.000000 0.964239 0.039591 100.000000 100.000000 0.458728 0.684944 0.381428 0.628027 0.495696 0.649217 100.000000 100.000000 100.000000 300.000000 48517.532241 542.390982
908.000000 0.740679 0.256608 100.000000 100.000000 0.158538 0.495506 0.317960 0.506853 0.267992 0.268734 59.000000 80.000000 45.000000 184.000000 63089.575464 384.870688
107.000000 0.026450 0.990654 100.000000 100.000000 0.246888 0.473825 0.223887 0.637297 0.143971 0.418632 67.000000 79.000000 49.000000 195.000000 63672.236188 358.674203
806.000000 0.101476 0.885856 100.000000 100.000000 0.396918 0.455927 0.262272 0.583989 0.166221 0.336079 87.000000 81.000000 54.000000 222.000000 64910.148255 376.560983
565.000000 0.932487 0.074336 100.000000 100.000000 0.381893 0.354659 0.466296 0.418835 0.113430 0.615929 80.000000 91.000000 56.000000 227.000000 40045.936370 526.773942
505.000000 0.422857 0.562376 100.000000 100.000000 0.278722 0.677166 0.458217 0.419310 0.269751 0.386155 93.000000 83.000000 62.000000 238.000000 63736.278688 400.041283
982.000000 0.921538 0.083503 100.000000 100.000000 0.238048 0.344414 0.477276 0.406966 0.396634 0.288943 58.000000 91.000000 79.000000 228.000000 68981.829087 395.148486
465.000000 0.125365 0.877419 100.000000 100.000000 0.183202 0.206075 0.408292 0.677860 0.387919 0.535893 43.000000 100.000000 93.000000 236.000000 58421.780764 274.906438
33.000000 0.386650 0.575758 100.000000 100.000000 0.256007 0.414773 0.490832 0.218623 0.162210 0.587194 69.000000 82.000000 62.000000 213.000000 57818.449244 273.941147
82.000000 0.975014 0.036585 100.000000 100.000000 0.168511 0.232135 0.292839 0.536571 0.203425 0.501608 36.000000 81.000000 61.000000 178.000000 52612.264494 268.559264
887.000000 0.610659 0.391206 100.000000 100.000000 0.328144 0.368816 0.412325 0.211655 0.199906 0.266765 62.000000 78.000000 49.000000 189.000000 71027.363775 345.635915
894.000000 0.364155 0.666667 100.000000 100.000000 0.139055 0.374811 0.435424 0.699073 0.448628 0.534440 38.000000 100.000000 98.000000 236.000000 68462.139871 327.670744
926.000000 0.956500 0.051836 100.000000 100.000000 0.248746 0.651490 0.173390 0.657285 0.466057 0.540540 89.000000 67.000000 100.000000 256.000000 28026.454530 534.691241
801.000000 0.721120 0.290886 100.000000 100.000000 0.237565 0.630783 0.263118 0.259898 0.440640 0.609795 76.000000 54.000000 100.000000 230.000000 60215.513648 368.496972
928.000000 0.247522 0.735991 100.000000 100.000000 0.123046 0.252629 0.144815 0.357735 0.295438 0.204388 36.000000 43.000000 58.000000 137.000000 65187.634762 341.257396
327.000000 0.606478 0.403670 100.000000 100.000000 0.120148 0.238259 0.140489 0.488692 0.275557 0.325586 30.000000 58.000000 57.000000 145.000000 65912.936806 353.365894
229.000000 0.172496 0.834061 100.000000 100.000000 0.373015 0.270527 0.106430 0.411043 0.273188 0.286941 72.000000 31.000000 62.000000 165.000000 65400.272918 347.413426
753.000000 0.673815 0.313413 100.000000 100.000000 0.413689 0.603278 0.487371 0.423388 0.146306 0.384153 100.000000 93.000000 45.000000 238.000000 66932.913971 363.227592
